participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.cash,player.shares,player.periods_until_auto_buy,player.periods_until_auto_sell,player.shares_transacted,player.trans_cost,player.cash_after_trade,player.interest_earned,player.dividend_earned,player.cash_result,player.shares_result,player.f0,player.f1,player.f2,player.f3,player.forecast_error,player.forecast_reward,player.risk,player.risk_1,player.risk_2,player.risk_3,player.risk_4,group.id_in_subsession,group.price,group.volume,group.dividend,group.float,group.short,group.is_practice,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
6,o6s6ayqu,30G,0,568,569,payment,FinalResultsPage,2023-11-30 22:48:45.211953,1,,,400.0,6,,0.0,109.0,4,-99,-99,0,0.0,109.0,5.45,1.6,116.05,4,18,23,30,30,1.0,5.0,1,0,0,1,1,1,17.0,0,0.4,28,0,0,5,bt6k6rqp,Pilot 11/30,,,,0
7,s2q0vx6j,81K,0,568,569,payment,FinalResultsPage,2023-11-30 22:50:05.698983,1,,,1000.0,7,,0.0,109.0,4,-99,-99,0,0.0,109.0,5.45,1.6,116.05,4,,19,21,20,,0.0,1,0,0,1,1,1,17.0,0,0.4,28,0,0,5,bt6k6rqp,Pilot 11/30,,,,0
8,oftgfyb8,85E,0,569,569,payment,NonParticipantPage,2023-11-30 22:51:19.562214,1,,,0.0,8,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,5,bt6k6rqp,Pilot 11/30,,,,0
9,kcyc8zd3,25C,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.385168,1,,,0.0,9,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,5,bt6k6rqp,Pilot 11/30,,,,0
10,wrwz0jvk,22E,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.393336,1,,,0.0,10,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,5,bt6k6rqp,Pilot 11/30,,,,0
11,8g1at9po,75Q,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.399807,1,,,0.0,11,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,5,bt6k6rqp,Pilot 11/30,,,,0
12,x8369xmh,68X,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.407535,1,,,0.0,12,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,5,bt6k6rqp,Pilot 11/30,,,,0
13,vefpzsbo,28Q,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.413875,1,,,0.0,13,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,5,bt6k6rqp,Pilot 11/30,,,,0
14,j4qgnvj9,59H,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.419738,1,,,0.0,14,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,5,bt6k6rqp,Pilot 11/30,,,,0
15,5plzzqu9,91A,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.425749,1,,,0.0,15,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,5,bt6k6rqp,Pilot 11/30,,,,0
16,em4tq056,30F,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.431578,1,,,0.0,16,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,5,bt6k6rqp,Pilot 11/30,,,,0
17,qvyjpdow,78P,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.438770,1,,,0.0,17,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,5,bt6k6rqp,Pilot 11/30,,,,0
18,0oggfqet,83Z,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.445441,1,,,0.0,18,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,5,bt6k6rqp,Pilot 11/30,,,,0
19,uh4043bl,77H,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.451345,1,,,0.0,19,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,5,bt6k6rqp,Pilot 11/30,,,,0
20,2k0xpy93,99Z,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.457299,1,,,0.0,20,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,5,bt6k6rqp,Pilot 11/30,,,,0
1,ul125qb1,86T,0,568,569,payment,FinalResultsPage,2023-11-30 22:32:38.236041,1,,,900.0,1,,0.0,116.05,4,-99,-99,0,0.0,116.05,5.8,1.6,123.45,4,23,23,23,23,6.0,0.0,0,0,0,0,0,1,17.0,0,0.4,28,0,0,6,bt6k6rqp,Pilot 11/30,,,,0
2,vvh5zace,04R,0,568,569,payment,FinalResultsPage,2023-11-30 22:35:13.691747,1,,,1100.0,2,,0.0,81.47,6,-99,-99,0,0.0,81.47,4.07,2.4,87.94,6,17,15,18,18,0.0,5.0,0,0,0,0,0,1,17.0,0,0.4,28,0,0,6,bt6k6rqp,Pilot 11/30,,,,0
3,olfsersm,75K,0,568,569,payment,FinalResultsPage,2023-11-30 22:36:59.706822,1,,,700.0,3,,0.0,116.05,4,-99,-99,0,0.0,116.05,5.8,1.6,123.45,4,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,6,bt6k6rqp,Pilot 11/30,,,,0
4,ra4b7tia,14L,0,568,569,payment,FinalResultsPage,2023-11-30 22:47:52.834356,1,,,900.0,4,,0.0,133.34,3,-99,-99,0,0.0,133.34,6.67,1.2,141.21,3,17,16,15,14,0.0,5.0,1,0,1,0,1,1,17.0,0,0.4,28,0,0,6,bt6k6rqp,Pilot 11/30,,,,0
5,rp6hi2rs,61K,0,568,569,payment,FinalResultsPage,2023-11-30 22:48:34.830382,1,,,400.0,5,,0.0,133.34,3,-99,-99,0,0.0,133.34,6.67,1.2,141.21,3,16,17,,,1.0,5.0,,,1,0,,1,17.0,0,0.4,28,0,0,6,bt6k6rqp,Pilot 11/30,,,,0
6,o6s6ayqu,30G,0,568,569,payment,FinalResultsPage,2023-11-30 22:48:45.211953,1,,,400.0,6,,0.0,116.05,4,-99,-99,0,0.0,116.05,5.8,1.6,123.45,4,20,21,22,21,3.0,0.0,1,0,1,0,1,1,17.0,0,0.4,28,0,0,6,bt6k6rqp,Pilot 11/30,,,,0
7,s2q0vx6j,81K,0,568,569,payment,FinalResultsPage,2023-11-30 22:50:05.698983,1,,,1000.0,7,,0.0,116.05,4,-99,-99,0,0.0,116.05,5.8,1.6,123.45,4,,19,,,,0.0,0,0,0,0,0,1,17.0,0,0.4,28,0,0,6,bt6k6rqp,Pilot 11/30,,,,0
8,oftgfyb8,85E,0,569,569,payment,NonParticipantPage,2023-11-30 22:51:19.562214,1,,,0.0,8,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,6,bt6k6rqp,Pilot 11/30,,,,0
9,kcyc8zd3,25C,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.385168,1,,,0.0,9,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,6,bt6k6rqp,Pilot 11/30,,,,0
10,wrwz0jvk,22E,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.393336,1,,,0.0,10,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,6,bt6k6rqp,Pilot 11/30,,,,0
11,8g1at9po,75Q,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.399807,1,,,0.0,11,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,6,bt6k6rqp,Pilot 11/30,,,,0
12,x8369xmh,68X,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.407535,1,,,0.0,12,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,6,bt6k6rqp,Pilot 11/30,,,,0
13,vefpzsbo,28Q,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.413875,1,,,0.0,13,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,6,bt6k6rqp,Pilot 11/30,,,,0
14,j4qgnvj9,59H,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.419738,1,,,0.0,14,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,6,bt6k6rqp,Pilot 11/30,,,,0
15,5plzzqu9,91A,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.425749,1,,,0.0,15,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,6,bt6k6rqp,Pilot 11/30,,,,0
16,em4tq056,30F,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.431578,1,,,0.0,16,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,6,bt6k6rqp,Pilot 11/30,,,,0
17,qvyjpdow,78P,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.438770,1,,,0.0,17,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,6,bt6k6rqp,Pilot 11/30,,,,0
18,0oggfqet,83Z,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.445441,1,,,0.0,18,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,6,bt6k6rqp,Pilot 11/30,,,,0
19,uh4043bl,77H,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.451345,1,,,0.0,19,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,6,bt6k6rqp,Pilot 11/30,,,,0
20,2k0xpy93,99Z,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.457299,1,,,0.0,20,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,17.0,0,0.4,28,0,0,6,bt6k6rqp,Pilot 11/30,,,,0
1,ul125qb1,86T,0,568,569,payment,FinalResultsPage,2023-11-30 22:32:38.236041,1,,,900.0,1,,0.0,123.45,4,-99,-99,4,-96.0,27.45,1.37,8.0,36.82,8,27,29,31,33,3.0,0.0,0,0,0,0,0,1,24.0,4,1.0,28,0,0,7,bt6k6rqp,Pilot 11/30,,,,0
2,vvh5zace,04R,0,568,569,payment,FinalResultsPage,2023-11-30 22:35:13.691747,1,,,1100.0,2,,0.0,87.94,6,-99,-99,0,0.0,87.94,4.4,6.0,98.34,6,17,17,14,18,7.0,0.0,0,0,0,0,0,1,24.0,4,1.0,28,0,0,7,bt6k6rqp,Pilot 11/30,,,,0
3,olfsersm,75K,0,568,569,payment,FinalResultsPage,2023-11-30 22:36:59.706822,1,,,700.0,3,,0.0,123.45,4,-99,-99,0,0.0,123.45,6.17,4.0,133.62,4,,,,,,0.0,,,,,,1,24.0,4,1.0,28,0,0,7,bt6k6rqp,Pilot 11/30,,,,0
4,ra4b7tia,14L,0,568,569,payment,FinalResultsPage,2023-11-30 22:47:52.834356,1,,,900.0,4,,0.0,141.21,3,-99,-99,-1,24.0,165.21,8.26,2.0,175.47,2,17,17,17,17,7.0,0.0,,0,1,1,,1,24.0,4,1.0,28,0,0,7,bt6k6rqp,Pilot 11/30,,,,0
5,rp6hi2rs,61K,0,568,569,payment,FinalResultsPage,2023-11-30 22:48:34.830382,1,,,400.0,5,,0.0,141.21,3,-99,-99,-1,24.0,165.21,8.26,2.0,175.47,2,18,19,20,20,6.0,0.0,,,,0,,1,24.0,4,1.0,28,0,0,7,bt6k6rqp,Pilot 11/30,,,,0
6,o6s6ayqu,30G,0,568,569,payment,FinalResultsPage,2023-11-30 22:48:45.211953,1,,,400.0,6,,0.0,123.45,4,-99,-99,0,0.0,123.45,6.17,4.0,133.62,4,,,,,,0.0,0,0,0,0,0,1,24.0,4,1.0,28,0,0,7,bt6k6rqp,Pilot 11/30,,,,0
7,s2q0vx6j,81K,0,568,569,payment,FinalResultsPage,2023-11-30 22:50:05.698983,1,,,1000.0,7,,0.0,123.45,4,-99,-99,-2,48.0,171.45,8.57,2.0,182.02,2,,,,,,0.0,0,0,0,0,0,1,24.0,4,1.0,28,0,0,7,bt6k6rqp,Pilot 11/30,,,,0
8,oftgfyb8,85E,0,569,569,payment,NonParticipantPage,2023-11-30 22:51:19.562214,1,,,0.0,8,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,24.0,4,1.0,28,0,0,7,bt6k6rqp,Pilot 11/30,,,,0
9,kcyc8zd3,25C,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.385168,1,,,0.0,9,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,24.0,4,1.0,28,0,0,7,bt6k6rqp,Pilot 11/30,,,,0
10,wrwz0jvk,22E,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.393336,1,,,0.0,10,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,24.0,4,1.0,28,0,0,7,bt6k6rqp,Pilot 11/30,,,,0
11,8g1at9po,75Q,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.399807,1,,,0.0,11,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,24.0,4,1.0,28,0,0,7,bt6k6rqp,Pilot 11/30,,,,0
12,x8369xmh,68X,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.407535,1,,,0.0,12,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,24.0,4,1.0,28,0,0,7,bt6k6rqp,Pilot 11/30,,,,0
13,vefpzsbo,28Q,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.413875,1,,,0.0,13,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,24.0,4,1.0,28,0,0,7,bt6k6rqp,Pilot 11/30,,,,0
14,j4qgnvj9,59H,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.419738,1,,,0.0,14,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,24.0,4,1.0,28,0,0,7,bt6k6rqp,Pilot 11/30,,,,0
15,5plzzqu9,91A,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.425749,1,,,0.0,15,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,24.0,4,1.0,28,0,0,7,bt6k6rqp,Pilot 11/30,,,,0
16,em4tq056,30F,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.431578,1,,,0.0,16,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,24.0,4,1.0,28,0,0,7,bt6k6rqp,Pilot 11/30,,,,0
17,qvyjpdow,78P,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.438770,1,,,0.0,17,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,24.0,4,1.0,28,0,0,7,bt6k6rqp,Pilot 11/30,,,,0
18,0oggfqet,83Z,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.445441,1,,,0.0,18,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,24.0,4,1.0,28,0,0,7,bt6k6rqp,Pilot 11/30,,,,0
19,uh4043bl,77H,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.451345,1,,,0.0,19,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,24.0,4,1.0,28,0,0,7,bt6k6rqp,Pilot 11/30,,,,0
20,2k0xpy93,99Z,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.457299,1,,,0.0,20,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,24.0,4,1.0,28,0,0,7,bt6k6rqp,Pilot 11/30,,,,0
1,ul125qb1,86T,0,568,569,payment,FinalResultsPage,2023-11-30 22:32:38.236041,1,,,900.0,1,,0.0,36.82,8,-99,-99,0,0.0,36.82,1.84,8.0,46.66,8,25,26,27,28,5.0,0.0,0,0,0,0,0,1,30.0,1,1.0,28,0,0,8,bt6k6rqp,Pilot 11/30,,,,0
2,vvh5zace,04R,0,568,569,payment,FinalResultsPage,2023-11-30 22:35:13.691747,1,,,1100.0,2,,0.0,98.34,6,-99,-99,0,0.0,98.34,4.92,6.0,109.26,6,24,22,21,18,6.0,0.0,0,0,0,0,0,1,30.0,1,1.0,28,0,0,8,bt6k6rqp,Pilot 11/30,,,,0
3,olfsersm,75K,0,568,569,payment,FinalResultsPage,2023-11-30 22:36:59.706822,1,,,700.0,3,,0.0,133.62,4,-99,-99,0,0.0,133.62,6.68,4.0,144.3,4,,,,,,0.0,,,,,,1,30.0,1,1.0,28,0,0,8,bt6k6rqp,Pilot 11/30,,,,0
4,ra4b7tia,14L,0,568,569,payment,FinalResultsPage,2023-11-30 22:47:52.834356,1,,,900.0,4,,0.0,175.47,2,-99,-99,-1,30.0,205.47,10.27,1.0,216.74,1,24,23,23,23,6.0,0.0,0,0,0,0,0,1,30.0,1,1.0,28,0,0,8,bt6k6rqp,Pilot 11/30,,,,0
5,rp6hi2rs,61K,0,568,569,payment,FinalResultsPage,2023-11-30 22:48:34.830382,1,,,400.0,5,,0.0,175.47,2,-99,-99,0,0.0,175.47,8.77,2.0,186.24,2,29,34,34,45,1.0,5.0,1,,,0,1,1,30.0,1,1.0,28,0,0,8,bt6k6rqp,Pilot 11/30,,,,0
6,o6s6ayqu,30G,0,568,569,payment,FinalResultsPage,2023-11-30 22:48:45.211953,1,,,400.0,6,,0.0,133.62,4,-99,-99,1,-30.0,103.62,5.18,5.0,113.8,5,,34,35,40,,0.0,0,0,0,0,0,1,30.0,1,1.0,28,0,0,8,bt6k6rqp,Pilot 11/30,,,,0
7,s2q0vx6j,81K,0,568,569,payment,FinalResultsPage,2023-11-30 22:50:05.698983,1,,,1000.0,7,,0.0,182.02,2,-99,-99,0,0.0,182.02,9.1,2.0,193.12,2,26,28,29,27,4.0,0.0,0,0,0,0,0,1,30.0,1,1.0,28,0,0,8,bt6k6rqp,Pilot 11/30,,,,0
8,oftgfyb8,85E,0,569,569,payment,NonParticipantPage,2023-11-30 22:51:19.562214,1,,,0.0,8,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,30.0,1,1.0,28,0,0,8,bt6k6rqp,Pilot 11/30,,,,0
9,kcyc8zd3,25C,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.385168,1,,,0.0,9,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,30.0,1,1.0,28,0,0,8,bt6k6rqp,Pilot 11/30,,,,0
10,wrwz0jvk,22E,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.393336,1,,,0.0,10,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,30.0,1,1.0,28,0,0,8,bt6k6rqp,Pilot 11/30,,,,0
11,8g1at9po,75Q,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.399807,1,,,0.0,11,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,30.0,1,1.0,28,0,0,8,bt6k6rqp,Pilot 11/30,,,,0
12,x8369xmh,68X,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.407535,1,,,0.0,12,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,30.0,1,1.0,28,0,0,8,bt6k6rqp,Pilot 11/30,,,,0
13,vefpzsbo,28Q,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.413875,1,,,0.0,13,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,30.0,1,1.0,28,0,0,8,bt6k6rqp,Pilot 11/30,,,,0
14,j4qgnvj9,59H,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.419738,1,,,0.0,14,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,30.0,1,1.0,28,0,0,8,bt6k6rqp,Pilot 11/30,,,,0
15,5plzzqu9,91A,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.425749,1,,,0.0,15,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,30.0,1,1.0,28,0,0,8,bt6k6rqp,Pilot 11/30,,,,0
16,em4tq056,30F,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.431578,1,,,0.0,16,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,30.0,1,1.0,28,0,0,8,bt6k6rqp,Pilot 11/30,,,,0
17,qvyjpdow,78P,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.438770,1,,,0.0,17,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,30.0,1,1.0,28,0,0,8,bt6k6rqp,Pilot 11/30,,,,0
18,0oggfqet,83Z,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.445441,1,,,0.0,18,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,30.0,1,1.0,28,0,0,8,bt6k6rqp,Pilot 11/30,,,,0
19,uh4043bl,77H,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.451345,1,,,0.0,19,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,30.0,1,1.0,28,0,0,8,bt6k6rqp,Pilot 11/30,,,,0
20,2k0xpy93,99Z,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.457299,1,,,0.0,20,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,30.0,1,1.0,28,0,0,8,bt6k6rqp,Pilot 11/30,,,,0
1,ul125qb1,86T,0,568,569,payment,FinalResultsPage,2023-11-30 22:32:38.236041,1,,,900.0,1,,0.0,46.66,8,-99,-99,0,0.0,46.66,2.33,8.0,56.99,8,33,33,35,37,2.0,5.0,0,0,0,0,0,1,35.0,1,1.0,28,0,0,9,bt6k6rqp,Pilot 11/30,,,,0
2,vvh5zace,04R,0,568,569,payment,FinalResultsPage,2023-11-30 22:35:13.691747,1,,,1100.0,2,,0.0,109.26,6,-99,-99,0,0.0,109.26,5.46,6.0,120.72,6,30,30,27,27,5.0,0.0,0,0,0,0,0,1,35.0,1,1.0,28,0,0,9,bt6k6rqp,Pilot 11/30,,,,0
3,olfsersm,75K,0,568,569,payment,FinalResultsPage,2023-11-30 22:36:59.706822,1,,,700.0,3,,0.0,144.3,4,-99,-99,0,0.0,144.3,7.22,4.0,155.52,4,,,,,,0.0,,,,,,1,35.0,1,1.0,28,0,0,9,bt6k6rqp,Pilot 11/30,,,,0
4,ra4b7tia,14L,0,568,569,payment,FinalResultsPage,2023-11-30 22:47:52.834356,1,,,900.0,4,,0.0,216.74,1,-99,-99,-1,35.0,251.74,12.59,0.0,264.33,0,,26,25,30,,0.0,1,0,1,1,1,1,35.0,1,1.0,28,0,0,9,bt6k6rqp,Pilot 11/30,,,,0
5,rp6hi2rs,61K,0,568,569,payment,FinalResultsPage,2023-11-30 22:48:34.830382,1,,,400.0,5,,0.0,186.24,2,-99,-99,1,-35.0,151.24,7.56,3.0,161.8,3,32,42,55,65,3.0,0.0,,,0,,,1,35.0,1,1.0,28,0,0,9,bt6k6rqp,Pilot 11/30,,,,0
6,o6s6ayqu,30G,0,568,569,payment,FinalResultsPage,2023-11-30 22:48:45.211953,1,,,400.0,6,,0.0,113.8,5,-99,-99,0,0.0,113.8,5.69,5.0,124.49,5,,38,57,68,,0.0,0,0,0,0,0,1,35.0,1,1.0,28,0,0,9,bt6k6rqp,Pilot 11/30,,,,0
7,s2q0vx6j,81K,0,568,569,payment,FinalResultsPage,2023-11-30 22:50:05.698983,1,,,1000.0,7,,0.0,193.12,2,-99,-99,0,0.0,193.12,9.66,2.0,204.78,2,,,,,,0.0,0,0,0,0,0,1,35.0,1,1.0,28,0,0,9,bt6k6rqp,Pilot 11/30,,,,0
8,oftgfyb8,85E,0,569,569,payment,NonParticipantPage,2023-11-30 22:51:19.562214,1,,,0.0,8,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,35.0,1,1.0,28,0,0,9,bt6k6rqp,Pilot 11/30,,,,0
9,kcyc8zd3,25C,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.385168,1,,,0.0,9,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,35.0,1,1.0,28,0,0,9,bt6k6rqp,Pilot 11/30,,,,0
10,wrwz0jvk,22E,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.393336,1,,,0.0,10,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,35.0,1,1.0,28,0,0,9,bt6k6rqp,Pilot 11/30,,,,0
11,8g1at9po,75Q,0,569,569,payment,NonParticipantPage,2023-11-30 22:52:51.399807,1,,,0.0,11,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,,,,,,1,35.0,1,1.0,28,0,0,9,bt6k6rqp,Pilot 11/30,,,,0
