session,participant,part_label,round_number,type,quantity,price,quantity_final,original_quantity,automatic,market_price,volume
bt6k6rqp,s2q0vx6j,81K,25,SELL,1,17,1,,0,23,3
bt6k6rqp,vvh5zace,04R,26,BUY,1,20,0,,0,23,0
bt6k6rqp,ra4b7tia,14L,26,BUY,5,13,0,,0,23,0
bt6k6rqp,rp6hi2rs,61K,26,SELL,5,24,0,,0,23,0
bt6k6rqp,o6s6ayqu,30G,26,SELL,1,40,0,,0,23,0
bt6k6rqp,s2q0vx6j,81K,26,BUY,5,13,0,,0,23,0
bt6k6rqp,vvh5zace,04R,27,BUY,1,23,1,,0,20,4
bt6k6rqp,vvh5zace,04R,27,BUY,1,20,1,,0,20,4
bt6k6rqp,ra4b7tia,14L,27,BUY,5,13,0,,0,20,4
bt6k6rqp,rp6hi2rs,61K,27,SELL,5,20,4,,0,20,4
bt6k6rqp,o6s6ayqu,30G,27,BUY,2,35,2,,0,20,4
bt6k6rqp,s2q0vx6j,81K,27,BUY,5,13,0,,0,20,4
bt6k6rqp,ul125qb1,86T,28,BUY,5,15,0,,0,20,0
bt6k6rqp,vvh5zace,04R,28,SELL,1,36,0,,0,20,0
bt6k6rqp,vvh5zace,04R,28,SELL,1,30,0,,0,20,0
bt6k6rqp,ra4b7tia,14L,28,BUY,5,13,0,,0,20,0
bt6k6rqp,rp6hi2rs,61K,28,SELL,4,18,0,,0,20,0
bt6k6rqp,o6s6ayqu,30G,28,BUY,2,15,0,,0,20,0
bt6k6rqp,vvh5zace,04R,29,SELL,2,30,0,,0,16,3
bt6k6rqp,ra4b7tia,14L,29,BUY,5,13,0,,0,16,3
bt6k6rqp,rp6hi2rs,61K,29,SELL,4,16,3,,0,16,3
bt6k6rqp,o6s6ayqu,30G,29,BUY,3,16,3,,0,16,3
bt6k6rqp,s2q0vx6j,81K,29,BUY,5,14,0,,0,16,3
bt6k6rqp,vvh5zace,04R,30,SELL,2,31,0,,0,16,0
bt6k6rqp,vvh5zace,04R,30,SELL,3,27,0,,0,16,0
bt6k6rqp,ra4b7tia,14L,30,BUY,5,13,0,,0,16,0
bt6k6rqp,rp6hi2rs,61K,30,SELL,1,16,0,,0,16,0
bt6k6rqp,o6s6ayqu,30G,30,SELL,2,50,0,,0,16,0
bt6k6rqp,s2q0vx6j,81K,30,BUY,5,14,0,,0,16,0
bt6k6rqp,vvh5zace,04R,31,SELL,2,15,2,,0,17,3
bt6k6rqp,vvh5zace,04R,31,SELL,3,32,0,,0,17,3
bt6k6rqp,ra4b7tia,14L,31,BUY,5,13,0,,0,17,3
bt6k6rqp,rp6hi2rs,61K,31,SELL,1,15,1,,0,17,3
bt6k6rqp,o6s6ayqu,30G,31,BUY,4,17,3,,0,17,3
bt6k6rqp,s2q0vx6j,81K,31,BUY,5,13,0,,0,17,3
bt6k6rqp,vvh5zace,04R,32,SELL,2,35,0,,0,17,0
bt6k6rqp,vvh5zace,04R,32,SELL,2,23,0,,0,17,0
bt6k6rqp,o6s6ayqu,30G,32,BUY,2,19,0,,0,17,0
bt6k6rqp,s2q0vx6j,81K,32,BUY,5,13,0,,0,17,0
bt6k6rqp,vvh5zace,04R,33,SELL,1,28,0,,0,17,0
bt6k6rqp,vvh5zace,04R,33,SELL,2,27,0,,0,17,0
bt6k6rqp,vvh5zace,04R,33,SELL,2,21,0,,0,17,0
bt6k6rqp,ra4b7tia,14L,33,BUY,5,13,0,,0,17,0
bt6k6rqp,o6s6ayqu,30G,33,BUY,3,19,0,,0,17,0
bt6k6rqp,s2q0vx6j,81K,33,BUY,5,13,0,,0,17,0
