participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.timeout,player.consent_given,player.quiz_1,player.quiz_2,player.quiz_3,player.quiz_4,player.quiz_5,player.quiz_1_init,player.quiz_2_init,player.quiz_3_init,player.quiz_4_init,player.quiz_5_init,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
3,l3xoju24,77U,0,7,7,landingct,ReadyToStart,2024-03-07 18:35:41.482989,1,,,0.0,3,,0.0,0.0,1,2,2,210,110,56,1,3,200,105,56,1,1,72gm5fvn,Hybrid Session - 03/07/2024,,,Landing Page,0
4,5vtgfh54,24O,0,7,7,landingct,ReadyToStart,2024-03-07 18:35:41.492307,1,,,0.0,4,,0.0,0.0,1,2,2,210,110,56,2,1,210,110,116,1,1,72gm5fvn,Hybrid Session - 03/07/2024,,,Landing Page,0
5,fwftgh55,41X,0,7,7,landingct,ReadyToStart,2024-03-07 18:35:41.500953,1,,,0.0,5,,0.0,0.0,1,2,2,210,110,56,2,2,210,105,116,1,1,72gm5fvn,Hybrid Session - 03/07/2024,,,Landing Page,0
6,xc0fgaf6,46Y,0,7,7,landingct,ReadyToStart,2024-03-07 18:35:41.510399,1,,,0.0,6,,0.0,0.0,1,2,2,210,110,56,1,2,210,110,56,1,1,72gm5fvn,Hybrid Session - 03/07/2024,,,Landing Page,0
7,h7gj3qgp,16W,0,7,7,landingct,ReadyToStart,2024-03-07 18:35:41.519445,1,,,0.0,7,,0.0,0.0,1,2,2,210,110,56,2,5,210,110,56,1,1,72gm5fvn,Hybrid Session - 03/07/2024,,,Landing Page,0
8,jm346803,24Z,0,7,7,landingct,ReadyToStart,2024-03-07 18:35:41.542712,1,,,0.0,8,,0.0,0.0,1,2,2,210,110,56,2,2,210,110,116,1,1,72gm5fvn,Hybrid Session - 03/07/2024,,,Landing Page,0
9,h96ehoz9,6234d77291179c1badffad36,0,7,7,landingct,ReadyToStart,2024-03-07 18:35:42.103417,1,,,0.0,9,,0.0,0.0,1,2,2,210,110,56,1,3,200,100,29,1,1,72gm5fvn,Hybrid Session - 03/07/2024,,,Landing Page,0
10,piat9hoa,6287a8c4a6303ff156cd0853,0,7,7,landingct,ReadyToStart,2024-03-07 18:35:46.767428,1,,,0.0,10,,0.0,0.0,1,2,2,210,110,56,2,2,210,105,4,1,1,72gm5fvn,Hybrid Session - 03/07/2024,,,Landing Page,0
11,1c17nq67,5d88db42c1d06e001a1fdcab,0,7,7,landingct,ReadyToStart,2024-03-07 18:35:47.060708,1,,,0.0,11,,0.0,0.0,1,2,2,210,110,56,1,5,200,105,4,1,1,72gm5fvn,Hybrid Session - 03/07/2024,,,Landing Page,0
12,jg1a3ksf,6480bdf6d433e2e158870605,0,7,7,landingct,ReadyToStart,2024-03-07 18:35:48.299910,1,,,0.0,12,,0.0,0.0,1,2,2,210,110,56,2,3,210,110,116,1,1,72gm5fvn,Hybrid Session - 03/07/2024,,,Landing Page,0
13,nbjygnyt,5d012930cfeb82001817c9c9,0,7,7,landingct,ReadyToStart,2024-03-07 18:35:48.423369,1,,,0.0,13,,0.0,0.0,1,2,2,210,110,56,2,5,210,110,116,1,1,72gm5fvn,Hybrid Session - 03/07/2024,,,Landing Page,0
14,b7tqm6wt,5c1053202b16ba0001c86317,0,7,7,landingct,ReadyToStart,2024-03-07 18:35:52.524008,1,,,0.0,14,,0.0,0.0,1,2,2,210,110,56,1,2,210,110,56,1,1,72gm5fvn,Hybrid Session - 03/07/2024,,,Landing Page,0
15,lazn2nsw,5ecd4acdb218ec085c6eefe6,0,7,7,landingct,ReadyToStart,2024-03-07 18:35:52.840142,1,,,0.0,15,,0.0,0.0,1,2,2,210,110,56,2,2,200,100,29,1,1,72gm5fvn,Hybrid Session - 03/07/2024,,,Landing Page,0
16,xmxdmfes,65d942ce4ea2fe978c283416,0,7,7,landingct,ReadyToStart,2024-03-07 18:35:54.528866,1,,,0.0,16,,0.0,0.0,1,2,2,210,110,56,2,2,210,110,56,1,1,72gm5fvn,Hybrid Session - 03/07/2024,,,Landing Page,0
17,w1wn3ki4,631c8e97db06f601f81bd82f,0,6,7,landingct,WaitForPlayers,2024-03-07 18:35:58.355626,1,,,0.0,17,,0.0,0.0,1,2,2,210,110,56,1,1,200,105,116,1,1,72gm5fvn,Hybrid Session - 03/07/2024,,,Landing Page,0
18,qsfvggiv,5ed543442db0060a955d12e1,0,7,7,landingct,ReadyToStart,2024-03-07 18:36:09.251063,1,,,0.0,18,,0.0,0.0,1,2,2,210,110,56,1,1,210,110,116,1,1,72gm5fvn,Hybrid Session - 03/07/2024,,,Landing Page,0
19,11cq3af0,76J,0,7,7,landingct,ReadyToStart,2024-03-07 18:36:12.753138,1,,,0.0,19,,0.0,0.0,1,2,2,210,110,56,1,5,200,105,116,1,1,72gm5fvn,Hybrid Session - 03/07/2024,,,Landing Page,0
20,y2fv39mo,63e537a4b33c1c72be91da82,0,7,7,landingct,ReadyToStart,2024-03-07 18:36:27.081228,1,,,0.0,20,,0.0,0.0,1,2,2,210,110,56,1,4,210,110,4,1,1,72gm5fvn,Hybrid Session - 03/07/2024,,,Landing Page,0
21,2rcw3bre,57a6d7fac6144900014a47e7,0,6,7,landingct,WaitForPlayers,2024-03-07 18:36:58.146492,1,,,0.0,21,,0.0,0.0,1,2,2,210,110,56,2,5,210,105,29,1,1,72gm5fvn,Hybrid Session - 03/07/2024,,,Landing Page,0
22,nj0no5ye,6517301b6d21d25e19c7e501,0,7,7,landingct,ReadyToStart,2024-03-07 18:37:05.870114,1,,,0.0,22,,0.0,0.0,1,2,2,210,110,56,2,5,210,110,116,1,1,72gm5fvn,Hybrid Session - 03/07/2024,,,Landing Page,0
23,wxexgapr,6558c5afa08ee83a08287f09,0,7,7,landingct,ReadyToStart,2024-03-07 18:52:43.104866,1,,,0.0,23,,0.0,0.0,1,,,,,,,,,,,1,1,72gm5fvn,Hybrid Session - 03/07/2024,,,Landing Page,0
24,x1ser03e,41Q,0,6,7,landingct,WaitForPlayers,2024-03-07 18:53:43.694901,1,,,0.0,24,,0.0,0.0,0,,,,,,,,,,,1,1,72gm5fvn,Hybrid Session - 03/07/2024,,,Landing Page,0
25,eet8uoze,60H,0,6,7,landingct,WaitForPlayers,2024-03-07 18:53:43.706768,1,,,0.0,25,,0.0,0.0,0,,,,,,,,,,,1,1,72gm5fvn,Hybrid Session - 03/07/2024,,,Landing Page,0
